order_id,date,weekday,hour,channel,customer_type,category,product,quantity,unit_price,discount_pct,ticket_amount,wait_minutes,satisfaction,returned_within_30d
ORD-03586,2025-03-21,Friday,10,Mostrador,Nuevo,Almuerzo,Ensalada,1,4968.0,0.0,4968.0,9.4,4.6,0
ORD-05752,2025-03-21,Friday,11,Delivery,Frecuente,Café,Americano,1,1880.0,0.0,1880.0,18.6,3.2,0
ORD-02874,2025-03-21,Friday,12,Takeaway,Nuevo,Café,Espresso,1,1763.0,0.05,1675.0,11.8,5.0,0
ORD-00903,2025-03-21,Friday,13,Takeaway,Nuevo,Desayuno,Yogur + granola,3,4230.0,0.05,12055.0,10.4,4.7,0
ORD-05545,2025-03-21,Friday,14,Delivery,Nuevo,Pastelería,Budín,1,1783.0,0.1,1605.0,21.5,4.4,0
ORD-03670,2025-03-21,Friday,15,Mostrador,Nuevo,Bebidas frías,Iced latte,1,2272.0,0.0,2272.0,2.0,5.0,1
ORD-05957,2025-03-21,Friday,15,Takeaway,Habitual,Pastelería,Tostada dulce,1,1662.0,0.0,1662.0,7.5,4.6,1
ORD-02194,2025-03-21,Friday,16,Mostrador,Nuevo,Desayuno,Avocado toast,2,4666.0,0.05,8866.0,6.0,5.0,0
ORD-02553,2025-03-21,Friday,17,Delivery,Nuevo,Café,Americano,1,1941.0,0.1,1747.0,19.4,3.7,0
ORD-05570,2025-03-21,Friday,18,Mostrador,Habitual,Bebidas frías,Cold brew,1,2842.0,0.1,2558.0,6.6,5.0,0
ORD-05549,2025-03-22,Saturday,10,Mostrador,Frecuente,Café,Latte,1,1586.0,0.0,1586.0,8.2,4.3,0
ORD-03869,2025-03-22,Saturday,11,Mostrador,Habitual,Pastelería,Medialuna,3,1596.0,0.0,4789.0,5.2,4.9,1
ORD-05656,2025-03-22,Saturday,11,Delivery,Frecuente,Pastelería,Croissant,3,1877.0,0.0,5630.0,16.4,4.8,0
ORD-03952,2025-03-22,Saturday,12,Mostrador,Habitual,Café,Latte,2,1925.0,0.0,3851.0,11.3,4.9,1
ORD-02394,2025-03-22,Saturday,13,Mostrador,Nuevo,Café,Latte,1,1780.0,0.0,1780.0,8.6,5.0,0
ORD-04930,2025-03-22,Saturday,13,Takeaway,Habitual,Almuerzo,Tostado,1,4432.0,0.0,4432.0,10.7,5.0,0
ORD-02703,2025-03-22,Saturday,14,Takeaway,Habitual,Bebidas frías,Cold brew,1,2706.0,0.05,2571.0,11.4,4.3,0
ORD-02358,2025-03-22,Saturday,15,Mostrador,Nuevo,Almuerzo,Bagel,2,4664.0,0.05,8861.0,2.0,5.0,1
ORD-01355,2025-03-22,Saturday,16,Delivery,Nuevo,Café,Latte,1,1648.0,0.0,1648.0,18.7,4.8,0
ORD-03444,2025-03-22,Saturday,17,Mostrador,Habitual,Pastelería,Tostada dulce,2,1714.0,0.0,3429.0,4.5,4.6,1
ORD-06203,2025-03-22,Saturday,17,Mostrador,Frecuente,Café,Latte,1,1823.0,0.15,1550.0,6.9,5.0,0
ORD-05567,2025-03-22,Saturday,18,Takeaway,Habitual,Café,Latte,1,1842.0,0.0,1842.0,6.3,4.8,0
ORD-04803,2025-03-22,Saturday,19,Mostrador,Frecuente,Almuerzo,Ensalada,3,5811.0,0.0,17432.0,6.7,5.0,1
ORD-05772,2025-03-22,Saturday,20,Takeaway,Habitual,Café,Espresso,2,1720.0,0.0,3441.0,2.8,4.6,1
ORD-03850,2025-03-23,Sunday,7,Takeaway,Frecuente,Pastelería,Cookie,1,1565.0,0.0,1565.0,11.0,4.0,1
ORD-05739,2025-03-23,Sunday,8,Mostrador,Frecuente,Desayuno,Yogur + granola,2,4055.0,0.0,8111.0,10.0,4.5,0
ORD-03413,2025-03-23,Sunday,10,Takeaway,Habitual,Pastelería,Medialuna,1,1460.0,0.15,1241.0,13.4,3.5,0
ORD-02241,2025-03-23,Sunday,12,Delivery,Habitual,Café,Flat White,1,1845.0,0.1,1661.0,19.0,3.3,1
ORD-01257,2025-03-23,Sunday,13,Takeaway,Nuevo,Desayuno,Avocado toast,1,4214.0,0.0,4214.0,10.8,4.3,0
ORD-03181,2025-03-23,Sunday,13,Mostrador,Habitual,Café,Flat White,2,1999.0,0.0,3998.0,8.5,4.2,0
ORD-03471,2025-03-23,Sunday,13,Mostrador,Habitual,Pastelería,Medialuna,3,1732.0,0.05,4936.0,10.5,4.5,0
ORD-03714,2025-03-23,Sunday,13,Mostrador,Frecuente,Bebidas frías,Licuado,1,2755.0,0.0,2755.0,9.1,4.6,0
ORD-06162,2025-03-23,Sunday,13,Takeaway,Nuevo,Almuerzo,Bagel,2,5070.0,0.0,10140.0,7.9,4.1,0
ORD-03622,2025-03-23,Sunday,14,Mostrador,Frecuente,Desayuno,Yogur + granola,2,3814.0,0.0,7629.0,8.8,4.5,0
ORD-05662,2025-03-23,Sunday,14,Takeaway,Nuevo,Desayuno,Yogur + granola,3,4926.0,0.05,14038.0,11.0,3.7,1
ORD-00363,2025-03-23,Sunday,15,Mostrador,Frecuente,Café,Espresso,1,2099.0,0.0,2099.0,13.2,4.0,0
ORD-02747,2025-03-23,Sunday,15,Mostrador,Nuevo,Pastelería,Tostada dulce,1,1513.0,0.0,1513.0,2.8,5.0,0
ORD-03882,2025-03-23,Sunday,15,Delivery,Nuevo,Almuerzo,Wrap,2,4262.0,0.05,8098.0,18.0,4.2,0
ORD-05587,2025-03-23,Sunday,15,Takeaway,Nuevo,Desayuno,Yogur + granola,3,3766.0,0.0,11299.0,6.1,4.9,1
ORD-05884,2025-03-23,Sunday,15,Delivery,Habitual,Café,Latte,1,1701.0,0.0,1701.0,20.8,4.1,0
ORD-02299,2025-03-23,Sunday,16,Mostrador,Nuevo,Café,Flat White,3,1838.0,0.0,5514.0,7.2,3.9,1
ORD-03029,2025-03-23,Sunday,16,Mostrador,Habitual,Desayuno,Avocado toast,1,4243.0,0.05,4031.0,8.0,4.8,1
ORD-01839,2025-03-23,Sunday,19,Mostrador,Habitual,Pastelería,Croissant,1,1654.0,0.0,1654.0,2.6,5.0,0
ORD-00032,2025-03-24,Monday,8,Mostrador,Frecuente,Almuerzo,Wrap,2,5503.0,0.0,11005.0,13.6,4.1,1
ORD-04209,2025-03-24,Monday,9,Takeaway,Nuevo,Almuerzo,Tostado,1,5198.0,0.0,5198.0,10.2,4.5,0
ORD-04373,2025-03-24,Monday,9,Mostrador,Habitual,Desayuno,Combo desayuno,2,4612.0,0.1,8302.0,8.8,5.0,1
ORD-03741,2025-03-24,Monday,10,Mostrador,Habitual,Desayuno,Avocado toast,1,3825.0,0.0,3825.0,5.8,5.0,1
ORD-05036,2025-03-24,Monday,10,Mostrador,Habitual,Café,Cortado,2,1542.0,0.0,3083.0,9.5,4.2,0
ORD-03152,2025-03-24,Monday,11,Takeaway,Nuevo,Bebidas frías,Iced latte,2,2931.0,0.0,5863.0,5.2,4.3,0
ORD-06163,2025-03-24,Monday,11,Mostrador,Habitual,Almuerzo,Wrap,2,4998.0,0.0,9997.0,4.4,5.0,1
ORD-05502,2025-03-24,Monday,13,Mostrador,Habitual,Pastelería,Tostada dulce,1,1632.0,0.15,1387.0,9.7,3.8,0
ORD-04155,2025-03-24,Monday,14,Mostrador,Nuevo,Café,Americano,1,1960.0,0.1,1764.0,7.3,5.0,0
ORD-05351,2025-03-24,Monday,14,Takeaway,Nuevo,Pastelería,Budín,2,1419.0,0.0,2838.0,7.3,4.7,0
ORD-02914,2025-03-24,Monday,15,Takeaway,Nuevo,Café,Flat White,1,1765.0,0.0,1765.0,5.2,4.9,1
ORD-04261,2025-03-24,Monday,15,Delivery,Habitual,Café,Flat White,1,1897.0,0.0,1897.0,15.7,5.0,1
ORD-05432,2025-03-24,Monday,15,Takeaway,Nuevo,Almuerzo,Ensalada,1,4793.0,0.0,4793.0,9.3,5.0,0
ORD-03197,2025-03-24,Monday,16,Mostrador,Nuevo,Café,Flat White,1,1890.0,0.0,1890.0,2.0,5.0,0
ORD-05320,2025-03-24,Monday,17,Mostrador,Habitual,Bebidas frías,Licuado,2,2951.0,0.0,5901.0,2.5,4.3,1
ORD-00078,2025-03-24,Monday,18,Mostrador,Nuevo,Desayuno,Yogur + granola,1,3714.0,0.0,3714.0,11.2,4.4,0
ORD-00976,2025-03-24,Monday,18,Delivery,Habitual,Café,Cortado,2,1863.0,0.0,3726.0,17.0,3.9,0
ORD-04967,2025-03-24,Monday,18,Mostrador,Nuevo,Café,Espresso,2,1490.0,0.1,2682.0,2.0,4.9,0
ORD-02315,2025-03-24,Monday,19,Mostrador,Habitual,Desayuno,Tostadas,2,4443.0,0.1,7997.0,2.0,5.0,0
ORD-03314,2025-03-24,Monday,19,Delivery,Nuevo,Pastelería,Cookie,1,1661.0,0.15,1412.0,20.5,4.1,0
ORD-03811,2025-03-25,Tuesday,10,Mostrador,Nuevo,Almuerzo,Ensalada,1,5775.0,0.0,5775.0,6.9,4.8,1
ORD-03782,2025-03-25,Tuesday,11,Mostrador,Frecuente,Pastelería,Cookie,1,1668.0,0.0,1668.0,2.3,4.6,1
ORD-03336,2025-03-25,Tuesday,12,Takeaway,Nuevo,Desayuno,Avocado toast,3,4988.0,0.1,13468.0,8.7,4.9,0
ORD-06068,2025-03-25,Tuesday,12,Mostrador,Habitual,Almuerzo,Bagel,1,5196.0,0.0,5196.0,9.8,4.3,0
ORD-00567,2025-03-25,Tuesday,13,Mostrador,Habitual,Bebidas frías,Licuado,1,2649.0,0.0,2649.0,9.2,4.8,0
ORD-01503,2025-03-25,Tuesday,13,Mostrador,Nuevo,Bebidas frías,Iced latte,3,3097.0,0.0,9291.0,12.1,4.7,0
ORD-01512,2025-03-25,Tuesday,14,Delivery,Habitual,Pastelería,Croissant,2,1556.0,0.0,3111.0,24.2,3.2,0
ORD-05246,2025-03-25,Tuesday,14,Delivery,Habitual,Café,Americano,1,1882.0,0.0,1882.0,18.7,3.8,0
ORD-05416,2025-03-25,Tuesday,15,Mostrador,Nuevo,Café,Americano,1,1819.0,0.0,1819.0,4.8,4.3,1
ORD-02936,2025-03-25,Tuesday,16,Mostrador,Habitual,Almuerzo,Wrap,1,5075.0,0.0,5075.0,5.0,5.0,1
ORD-02968,2025-03-25,Tuesday,16,Takeaway,Nuevo,Almuerzo,Wrap,1,5065.0,0.0,5065.0,5.6,4.6,0
ORD-00412,2025-03-25,Tuesday,19,Mostrador,Nuevo,Bebidas frías,Iced latte,1,2392.0,0.0,2392.0,6.1,4.9,1
ORD-03089,2025-03-26,Wednesday,10,Mostrador,Habitual,Almuerzo,Bagel,1,5083.0,0.0,5083.0,5.9,4.4,0
ORD-06333,2025-03-26,Wednesday,11,Takeaway,Habitual,Bebidas frías,Cold brew,2,3260.0,0.15,5542.0,7.7,4.9,1
ORD-01545,2025-03-26,Wednesday,12,Mostrador,Habitual,Almuerzo,Wrap,2,5543.0,0.0,11085.0,9.2,4.4,0
ORD-05030,2025-03-26,Wednesday,12,Mostrador,Nuevo,Almuerzo,Ensalada,1,5489.0,0.0,5489.0,10.9,4.4,0
ORD-00326,2025-03-26,Wednesday,13,Takeaway,Nuevo,Café,Americano,1,1957.0,0.0,1957.0,8.1,4.1,1
ORD-00626,2025-03-26,Wednesday,13,Takeaway,Nuevo,Café,Espresso,1,1570.0,0.0,1570.0,12.4,3.7,0
ORD-01112,2025-03-26,Wednesday,14,Takeaway,Habitual,Café,Cortado,1,2036.0,0.1,1832.0,9.5,5.0,1
ORD-05216,2025-03-26,Wednesday,14,Takeaway,Habitual,Café,Flat White,2,1763.0,0.0,3527.0,9.1,4.4,1
ORD-01479,2025-03-26,Wednesday,15,Takeaway,Nuevo,Bebidas frías,Limonada,2,2668.0,0.0,5337.0,3.8,5.0,0
ORD-01656,2025-03-26,Wednesday,15,Mostrador,Nuevo,Café,Americano,3,1718.0,0.0,5153.0,7.4,4.4,0
ORD-03911,2025-03-26,Wednesday,15,Takeaway,Habitual,Pastelería,Tostada dulce,1,1570.0,0.1,1413.0,9.0,3.7,0
ORD-03484,2025-03-26,Wednesday,17,Takeaway,Habitual,Bebidas frías,Limonada,1,2684.0,0.0,2684.0,12.2,4.1,0
ORD-05694,2025-03-26,Wednesday,17,Mostrador,Habitual,Desayuno,Yogur + granola,1,4472.0,0.0,4472.0,5.0,4.5,1
ORD-06121,2025-03-26,Wednesday,18,Mostrador,Nuevo,Café,Espresso,2,1757.0,0.0,3513.0,2.0,4.8,1
ORD-00486,2025-03-26,Wednesday,20,Mostrador,Habitual,Bebidas frías,Licuado,2,2792.0,0.0,5585.0,3.6,4.2,0
ORD-03702,2025-03-26,Wednesday,20,Takeaway,Frecuente,Desayuno,Avocado toast,1,3546.0,0.05,3369.0,9.5,5.0,0
ORD-01291,2025-03-27,Thursday,8,Delivery,Nuevo,Bebidas frías,Licuado,1,2616.0,0.0,2616.0,21.8,4.3,0
ORD-01386,2025-03-27,Thursday,8,Delivery,Frecuente,Desayuno,Combo desayuno,2,4257.0,0.0,8514.0,21.5,4.5,1
ORD-00148,2025-03-27,Thursday,9,Takeaway,Frecuente,Desayuno,Combo desayuno,1,3893.0,0.0,3893.0,13.5,4.2,1
ORD-06040,2025-03-27,Thursday,9,Takeaway,Nuevo,Bebidas frías,Cold brew,1,2913.0,0.05,2768.0,10.4,4.8,0
ORD-06415,2025-03-27,Thursday,9,Mostrador,Habitual,Café,Flat White,2,1849.0,0.0,3699.0,6.6,4.5,0
ORD-02209,2025-03-27,Thursday,11,Takeaway,Habitual,Almuerzo,Ensalada,2,5073.0,0.0,10146.0,9.9,4.2,0
ORD-03435,2025-03-27,Thursday,11,Takeaway,Frecuente,Pastelería,Tostada dulce,2,1614.0,0.0,3228.0,5.9,5.0,1
ORD-06263,2025-03-27,Thursday,11,Takeaway,Frecuente,Pastelería,Croissant,3,1335.0,0.0,4006.0,9.0,4.4,0
ORD-05387,2025-03-27,Thursday,12,Mostrador,Nuevo,Café,Latte,1,1845.0,0.0,1845.0,8.2,4.8,0
ORD-01877,2025-03-27,Thursday,13,Mostrador,Habitual,Café,Flat White,1,1814.0,0.0,1814.0,6.0,4.5,1
ORD-01817,2025-03-27,Thursday,15,Mostrador,Nuevo,Café,Cortado,3,1665.0,0.0,4995.0,6.5,5.0,0
ORD-02293,2025-03-27,Thursday,15,Delivery,Nuevo,Almuerzo,Tostado,1,5299.0,0.0,5299.0,15.8,4.0,0
ORD-04964,2025-03-27,Thursday,15,Mostrador,Habitual,Café,Flat White,2,1750.0,0.0,3500.0,4.8,5.0,0
ORD-03210,2025-03-27,Thursday,16,Takeaway,Habitual,Café,Espresso,2,1684.0,0.0,3369.0,7.0,4.4,0
ORD-04706,2025-03-27,Thursday,16,Mostrador,Nuevo,Bebidas frías,Limonada,1,2382.0,0.1,2144.0,5.5,4.6,1
ORD-05305,2025-03-27,Thursday,17,Delivery,Nuevo,Café,Flat White,2,2054.0,0.0,4108.0,22.5,3.8,0
ORD-01288,2025-03-27,Thursday,18,Mostrador,Frecuente,Café,Americano,1,1864.0,0.1,1677.0,2.0,5.0,0
ORD-02175,2025-03-27,Thursday,19,Mostrador,Nuevo,Desayuno,Avocado toast,2,4507.0,0.0,9014.0,5.7,4.8,0
ORD-00637,2025-03-27,Thursday,20,Takeaway,Habitual,Almuerzo,Ensalada,1,5349.0,0.0,5349.0,12.9,4.2,0
ORD-01609,2025-03-28,Friday,7,Mostrador,Nuevo,Café,Americano,1,1997.0,0.05,1897.0,6.6,4.5,0
ORD-00510,2025-03-28,Friday,10,Delivery,Habitual,Almuerzo,Tostado,2,5356.0,0.0,10712.0,24.5,3.4,1
ORD-03372,2025-03-28,Friday,12,Mostrador,Frecuente,Almuerzo,Bagel,2,6248.0,0.05,11871.0,5.5,4.4,0
ORD-03628,2025-03-28,Friday,12,Takeaway,Habitual,Desayuno,Combo desayuno,1,4692.0,0.1,4223.0,11.8,5.0,0
ORD-00566,2025-03-28,Friday,13,Takeaway,Habitual,Desayuno,Tostadas,2,4699.0,0.0,9399.0,10.8,4.5,0
ORD-00719,2025-03-28,Friday,13,Mostrador,Nuevo,Café,Espresso,1,1948.0,0.0,1948.0,7.4,5.0,0
ORD-04764,2025-03-28,Friday,13,Takeaway,Nuevo,Café,Espresso,2,1951.0,0.0,3903.0,6.7,4.6,0
ORD-06083,2025-03-28,Friday,13,Delivery,Frecuente,Desayuno,Combo desayuno,2,4329.0,0.0,8659.0,18.8,4.2,0
ORD-03110,2025-03-28,Friday,14,Mostrador,Habitual,Desayuno,Tostadas,1,4049.0,0.05,3847.0,8.9,4.7,0
ORD-05115,2025-03-28,Friday,14,Mostrador,Habitual,Desayuno,Yogur + granola,1,3834.0,0.05,3642.0,7.9,4.8,0
ORD-02882,2025-03-28,Friday,15,Takeaway,Habitual,Almuerzo,Bagel,2,5579.0,0.0,11158.0,8.5,4.9,1
ORD-04834,2025-03-28,Friday,15,Takeaway,Nuevo,Bebidas frías,Licuado,2,2628.0,0.0,5257.0,6.4,4.8,1
ORD-01308,2025-03-28,Friday,16,Mostrador,Nuevo,Bebidas frías,Licuado,1,2661.0,0.0,2661.0,3.7,4.4,0
ORD-00327,2025-03-28,Friday,17,Mostrador,Habitual,Café,Latte,2,1803.0,0.1,3245.0,8.9,4.4,0
ORD-03255,2025-03-28,Friday,17,Mostrador,Habitual,Bebidas frías,Limonada,2,2744.0,0.0,5488.0,5.0,4.7,1
ORD-06463,2025-03-28,Friday,18,Mostrador,Habitual,Café,Flat White,1,1582.0,0.0,1582.0,4.3,5.0,0
ORD-03293,2025-03-28,Friday,19,Mostrador,Nuevo,Almuerzo,Wrap,1,5448.0,0.0,5448.0,2.0,5.0,0
ORD-00189,2025-03-29,Saturday,7,Takeaway,Habitual,Pastelería,Medialuna,1,1637.0,0.05,1555.0,7.8,4.7,1
ORD-04240,2025-03-29,Saturday,7,Mostrador,Frecuente,Desayuno,Avocado toast,2,4086.0,0.0,8172.0,7.9,4.5,1
ORD-01265,2025-03-29,Saturday,10,Delivery,Nuevo,Desayuno,Yogur + granola,2,4132.0,0.0,8264.0,23.5,4.2,0
ORD-04607,2025-03-29,Saturday,11,Mostrador,Frecuente,Café,Flat White,1,1819.0,0.0,1819.0,3.4,4.3,0
ORD-00832,2025-03-29,Saturday,12,Mostrador,Habitual,Pastelería,Cookie,3,1606.0,0.0,4818.0,5.8,4.8,0
ORD-00854,2025-03-29,Saturday,12,Takeaway,Habitual,Bebidas frías,Limonada,2,2823.0,0.1,5082.0,12.6,4.4,1
ORD-06161,2025-03-29,Saturday,12,Delivery,Nuevo,Pastelería,Medialuna,1,1740.0,0.0,1740.0,17.1,3.3,0
ORD-00384,2025-03-29,Saturday,13,Takeaway,Habitual,Café,Americano,3,1792.0,0.0,5376.0,10.9,4.3,0
ORD-01047,2025-03-29,Saturday,13,Mostrador,Nuevo,Pastelería,Medialuna,3,1584.0,0.0,4751.0,7.8,5.0,0
ORD-02182,2025-03-29,Saturday,13,Takeaway,Nuevo,Desayuno,Combo desayuno,2,3960.0,0.0,7919.0,10.8,3.8,0
ORD-03094,2025-03-29,Saturday,13,Mostrador,Frecuente,Bebidas frías,Iced latte,1,2808.0,0.0,2808.0,12.4,4.6,0
ORD-02967,2025-03-29,Saturday,14,Mostrador,Nuevo,Bebidas frías,Cold brew,1,2627.0,0.0,2627.0,8.1,5.0,1
ORD-03084,2025-03-29,Saturday,14,Mostrador,Nuevo,Pastelería,Medialuna,1,1612.0,0.0,1612.0,10.4,4.3,0
ORD-04200,2025-03-29,Saturday,14,Mostrador,Nuevo,Pastelería,Medialuna,3,1646.0,0.0,4937.0,7.7,4.7,1
ORD-00593,2025-03-29,Saturday,15,Mostrador,Nuevo,Café,Latte,1,1920.0,0.0,1920.0,2.1,5.0,0
ORD-05573,2025-03-29,Saturday,15,Mostrador,Nuevo,Café,Cortado,1,1990.0,0.05,1890.0,3.7,4.9,0
ORD-05374,2025-03-29,Saturday,16,Takeaway,Frecuente,Bebidas frías,Limonada,1,2741.0,0.1,2467.0,7.0,4.2,0
ORD-00097,2025-03-29,Saturday,17,Takeaway,Habitual,Pastelería,Medialuna,3,1555.0,0.0,4666.0,6.3,4.4,0
ORD-02667,2025-03-29,Saturday,17,Delivery,Habitual,Pastelería,Medialuna,1,1697.0,0.0,1697.0,23.4,3.9,1
ORD-03073,2025-03-29,Saturday,18,Mostrador,Nuevo,Desayuno,Avocado toast,2,4089.0,0.05,7769.0,4.8,4.9,0
ORD-02641,2025-03-29,Saturday,20,Mostrador,Habitual,Café,Cortado,3,1910.0,0.15,4870.0,4.0,4.8,0
ORD-01251,2025-03-30,Sunday,7,Takeaway,Nuevo,Pastelería,Cookie,2,1434.0,0.0,2868.0,5.4,5.0,0
ORD-01542,2025-03-30,Sunday,7,Mostrador,Nuevo,Café,Flat White,1,1858.0,0.0,1858.0,5.5,4.0,0
ORD-02253,2025-03-30,Sunday,9,Mostrador,Habitual,Almuerzo,Ensalada,1,5144.0,0.15,4373.0,13.0,4.1,0
ORD-01124,2025-03-30,Sunday,10,Mostrador,Nuevo,Pastelería,Croissant,1,1627.0,0.05,1546.0,10.2,4.1,0
ORD-01786,2025-03-30,Sunday,11,Mostrador,Habitual,Café,Espresso,1,1958.0,0.0,1958.0,3.8,5.0,0
ORD-06477,2025-03-30,Sunday,11,Delivery,Habitual,Café,Latte,1,1960.0,0.0,1960.0,13.8,4.7,0
ORD-03275,2025-03-30,Sunday,12,Mostrador,Nuevo,Almuerzo,Bagel,2,4745.0,0.0,9490.0,7.2,5.0,0
ORD-05972,2025-03-30,Sunday,12,Mostrador,Nuevo,Desayuno,Combo desayuno,1,4190.0,0.0,4190.0,7.2,4.4,1
ORD-01709,2025-03-30,Sunday,13,Delivery,Nuevo,Almuerzo,Ensalada,1,4598.0,0.1,4138.0,21.0,4.1,0
ORD-01506,2025-03-30,Sunday,14,Mostrador,Habitual,Almuerzo,Tostado,2,5236.0,0.0,10473.0,12.1,4.6,0
ORD-06475,2025-03-30,Sunday,15,Mostrador,Nuevo,Bebidas frías,Iced latte,3,2882.0,0.0,8645.0,2.0,5.0,0
ORD-03968,2025-03-30,Sunday,16,Mostrador,Nuevo,Almuerzo,Wrap,3,6104.0,0.0,18311.0,2.5,4.2,0
ORD-01402,2025-03-30,Sunday,17,Mostrador,Nuevo,Almuerzo,Wrap,1,4499.0,0.0,4499.0,4.4,5.0,1
ORD-03745,2025-03-30,Sunday,17,Takeaway,Nuevo,Bebidas frías,Limonada,2,2328.0,0.0,4656.0,5.4,4.7,0
ORD-05103,2025-03-30,Sunday,17,Takeaway,Nuevo,Desayuno,Avocado toast,3,3691.0,0.05,10519.0,7.2,4.7,1
ORD-05260,2025-03-30,Sunday,18,Mostrador,Nuevo,Bebidas frías,Limonada,2,3106.0,0.0,6213.0,6.0,4.6,0
ORD-05273,2025-03-30,Sunday,20,Takeaway,Nuevo,Pastelería,Cookie,2,1715.0,0.0,3431.0,3.0,5.0,0
ORD-01906,2025-03-31,Monday,7,Takeaway,Nuevo,Café,Flat White,2,1889.0,0.0,3778.0,10.4,4.3,0
ORD-03278,2025-03-31,Monday,7,Mostrador,Nuevo,Almuerzo,Tostado,1,4810.0,0.15,4088.0,3.5,5.0,0
ORD-05688,2025-03-31,Monday,7,Mostrador,Nuevo,Café,Flat White,1,1832.0,0.0,1832.0,8.2,4.9,1
ORD-00119,2025-03-31,Monday,10,Mostrador,Nuevo,Pastelería,Cookie,1,1600.0,0.0,1600.0,12.3,4.0,0
ORD-01811,2025-03-31,Monday,10,Takeaway,Nuevo,Almuerzo,Ensalada,1,4950.0,0.0,4950.0,12.9,4.5,1
ORD-02687,2025-03-31,Monday,11,Mostrador,Frecuente,Café,Cortado,1,1540.0,0.05,1463.0,5.0,4.2,1
ORD-05834,2025-03-31,Monday,11,Mostrador,Habitual,Café,Cortado,1,1722.0,0.0,1722.0,2.2,5.0,0
ORD-06006,2025-03-31,Monday,11,Mostrador,Habitual,Bebidas frías,Iced latte,1,2996.0,0.0,2996.0,7.4,4.7,0
ORD-06126,2025-03-31,Monday,11,Takeaway,Habitual,Desayuno,Yogur + granola,1,4047.0,0.0,4047.0,7.2,4.3,0
ORD-01013,2025-03-31,Monday,12,Mostrador,Nuevo,Café,Latte,2,1736.0,0.0,3473.0,10.1,4.0,0
ORD-04499,2025-03-31,Monday,12,Mostrador,Nuevo,Almuerzo,Ensalada,2,4611.0,0.1,8301.0,10.4,5.0,1
ORD-05328,2025-03-31,Monday,12,Takeaway,Nuevo,Almuerzo,Bagel,1,4756.0,0.05,4519.0,11.0,4.3,0
ORD-00831,2025-03-31,Monday,13,Takeaway,Habitual,Almuerzo,Wrap,2,5201.0,0.0,10402.0,8.7,4.9,1
ORD-01454,2025-03-31,Monday,13,Mostrador,Nuevo,Café,Americano,2,1495.0,0.0,2990.0,10.5,4.7,0
ORD-05612,2025-03-31,Monday,13,Mostrador,Habitual,Bebidas frías,Iced latte,3,3159.0,0.1,8529.0,6.9,4.7,0
ORD-00989,2025-03-31,Monday,14,Takeaway,Habitual,Café,Americano,1,1878.0,0.0,1878.0,13.8,4.4,0
ORD-01892,2025-03-31,Monday,14,Mostrador,Nuevo,Pastelería,Budín,2,1515.0,0.0,3030.0,6.4,4.8,1
ORD-02751,2025-03-31,Monday,14,Takeaway,Nuevo,Café,Americano,1,1893.0,0.0,1893.0,7.6,5.0,1
ORD-03482,2025-03-31,Monday,14,Mostrador,Nuevo,Café,Cortado,1,1998.0,0.0,1998.0,10.2,4.4,0
ORD-03878,2025-03-31,Monday,14,Mostrador,Nuevo,Desayuno,Combo desayuno,1,4365.0,0.0,4365.0,12.2,4.3,0
ORD-02487,2025-03-31,Monday,15,Takeaway,Frecuente,Café,Espresso,1,1704.0,0.05,1619.0,6.5,4.4,1
ORD-05878,2025-03-31,Monday,15,Takeaway,Habitual,Café,Flat White,1,1723.0,0.05,1637.0,4.7,4.6,0
ORD-06385,2025-03-31,Monday,15,Mostrador,Nuevo,Desayuno,Avocado toast,1,4217.0,0.0,4217.0,6.5,4.8,1
ORD-00857,2025-03-31,Monday,16,Mostrador,Nuevo,Bebidas frías,Cold brew,3,2961.0,0.0,8884.0,2.0,4.9,1
ORD-02162,2025-03-31,Monday,17,Delivery,Habitual,Desayuno,Tostadas,1,4618.0,0.0,4618.0,20.2,3.3,0
ORD-05655,2025-03-31,Monday,19,Mostrador,Frecuente,Café,Flat White,3,1817.0,0.15,4632.0,7.7,4.4,1
ORD-00315,2025-03-31,Monday,20,Mostrador,Habitual,Bebidas frías,Cold brew,1,2575.0,0.05,2446.0,6.9,4.4,0
ORD-01107,2025-03-31,Monday,20,Takeaway,Nuevo,Desayuno,Yogur + granola,2,3855.0,0.05,7325.0,4.7,5.0,0
ORD-03570,2025-03-31,Monday,20,Mostrador,Habitual,Bebidas frías,Iced latte,1,2623.0,0.0,2623.0,2.0,5.0,0
ORD-06100,2025-04-01,Tuesday,7,Delivery,Frecuente,Almuerzo,Ensalada,2,4901.0,0.0,9802.0,19.8,4.2,1
ORD-04048,2025-04-01,Tuesday,9,Mostrador,Habitual,Bebidas frías,Limonada,1,2673.0,0.0,2673.0,8.2,4.3,1
ORD-03061,2025-04-01,Tuesday,10,Takeaway,Nuevo,Café,Latte,1,1933.0,0.0,1933.0,11.2,4.2,0
ORD-05918,2025-04-01,Tuesday,10,Delivery,Habitual,Bebidas frías,Cold brew,1,2691.0,0.0,2691.0,23.3,4.1,1
ORD-01904,2025-04-01,Tuesday,11,Mostrador,Nuevo,Pastelería,Cookie,1,1573.0,0.05,1495.0,4.8,4.4,0
ORD-02100,2025-04-01,Tuesday,11,Mostrador,Habitual,Café,Latte,1,1715.0,0.0,1715.0,4.9,4.8,0
